nom;das;ville;x;y
CC Quercy Bouriane;GO Sports&Loisirs;Gourdon;1.3893871545514858;44.739328945409625
Trigone;GO Environnement;Auch;0.6064602188204824;43.696198475301976
Inter Caux Vexin;GO Environnement;Buchy;1.35482548182066;49.58417492977708
St-Rémy-de-Provence;GO Sports&Loisirs;St-Rémy-de-Provence;4.83176376945642;43.789238240271146
Labergement-Sainte-Marie;GO Environnement;Labergement-Sainte-Marie;6.2825076427451805;46.77451916370396
Golfe du Morbihan - Vannes Agglomération;GO Environnement;Vannes;-2.446298624270192;48.079052354432804
Vélodrome de Roubaix;GO Sports&Loisirs;Roubaix;3.1782424901693855;50.68420461077348
